classification,sample,redir_no,redir_time,node_depth,requests_no,port_80,domain_is_ip,domain_len_avg,domain_entropy_avg,uri_len_avg,uri_entropy_avg,uri_ch_slash_total,uri_ch_slash_avg,uri_ch_amp_total,uri_ch_amp_avg,uri_ch_dash_total,uri_ch_dash_avg,uri_ch_plus_total,uri_ch_plus_avg,response_len_total,response_len_avg,bytes_shockwave_total,bytes_shockwave_avg,bytes_x-dosexec_total,bytes_x-dosexec_avg,bytes_java_total,bytes_java_avg,bytes_silverlight_total,bytes_silverlight_avg,bytes_javascript_total,bytes_javascript_avg,bytes_xml_total,bytes_xml_avg,bytes_zip_total,bytes_zip_avg,bytes_image_total,bytes_image_avg,bytes_html_total,bytes_html_avg,redir_referrer,redir_location,redir_html,redir_js,redir_iframe,redir_subdomain,redir_concat,redir_base64,redir_unknown,tld
1,2013-08-23-g01pack-EK-traffic,1,0.272,1,18,1,0,17.0,3.7345216647797503,48.055555555555564,3.8856749763337364,34,1.8888888888888888,1,0.05555555555555555,0,0.0,0,0.0,1003568,55753.77777777778,0,0.0,0,0.0,61732,0.06151252331680564,0,0.0,0,0.0,627,0.0006247708177223666,0,0.0,0,0.0,941209,0.9378627058654722,0,1,0,0,0,0,0,0,0,info
1,2013-09-07-Sweet-Orange-EK-traffic,0,0.0,0,38,1,0,17.0,3.5724694587701404,40.76315789473684,3.772831998464813,156,4.105263157894736,0,0.0,3,0.07894736842105263,0,0.0,410560,10804.210526315792,0,0.0,0,0.0,0,0.0,0,0.0,186908,0.4552513639906469,0,0.0,0,0.0,110251,0.2685380943102104,10102,0.024605416991426345,0,0,0,0,0,0,0,0,0,com
1,2013-09-07-Sweet-Orange-EK-traffic,1,0.446,1,5,1,0,20.0,3.484183719779188,18.0,3.5793479130745616,10,2.0,0,0.0,0,0.0,0,0.0,40970,8194.0,0,0.0,0,0.0,35531,0.8672443251159385,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5439,0.1327556748840615,1,0,0,0,1,0,0,0,0,biz
1,2013-10-28-Sibhost-EK-traffic,0,0.0,0,16,1,0,28.0,3.628085278891396,54.5625,4.229195282466006,53,3.3125,9,0.5625,21,1.3125,0,0.0,266808,16675.5,0,0.0,0,0.0,0,0.0,0,0.0,130249,0.4881750172408623,0,0.0,0,0.0,47881,0.1794586369224311,22894,0.08580702227819256,0,0,0,0,0,0,0,0,0,com
1,2013-10-28-Sibhost-EK-traffic,1,0.612,1,5,1,0,24.0,3.636842188131012,45.2,4.701428722673406,5,1.0,1,0.2,0,0.0,0,0.0,1104568,220913.6,0,0.0,1070238,0.9689199759544004,0,0.0,0,0.0,30188,0.027330141738670682,0,0.0,0,0.0,0,0.0,4142,0.0037498823069290438,1,0,0,0,1,0,0,0,0,org
1,2013-11-23-Styx-EK-traffic,0,0.0,0,35,1,0,22.0,3.538310595615003,42.54285714285713,4.111425324207114,105,3.0,1,0.028571428571428567,36,1.0285714285714285,0,0.0,1157705,33077.28571428572,0,0.0,0,0.0,0,0.0,0,0.0,158753,0.13712733381992825,0,0.0,0,0.0,125779,0.10864512116644567,836927,0.7229190510535931,0,0,0,0,0,0,0,0,0,co.uk
1,2013-11-23-Styx-EK-traffic,1,2.186,1,1,1,0,28.0,3.896291529045928,40.0,4.434183719779188,1,1.0,1,1.0,0,0.0,0,0.0,14837,14837.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14837,1.0,1,0,0,0,0,0,0,0,0,su
1,2013-11-23-Styx-EK-traffic,2,3.063,2,1,1,0,10.0,2.8464393446710154,41.0,4.7841428581710845,1,1.0,2,2.0,0,0.0,0,0.0,133,133.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,133,1.0,0,0,0,0,0,0,0,0,1,su
1,2013-11-23-Styx-EK-traffic,3,2.862,3,68,1,0,21.0,3.558518613048904,373.0294117647058,5.392761620054338,1509,22.19117647058824,6,0.08823529411764706,1185,17.426470588235293,0,0.0,2083533,30640.191176470587,0,0.0,1695968,0.8139866275216183,149938,0.0719633430332037,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,220303,0.1057353063282415,0,0,0,1,0,0,0,0,0,asia
1,2013-12-09-Whitehole-EK-traffic,0,0.0,0,8,1,0,12.0,2.8553885422075336,28.75,3.874356541587022,19,2.375,0,0.0,9,1.125,0,0.0,86498,10812.25,10407,0.12031492057619828,0,0.0,0,0.0,0,0.0,14098,0.16298642743184813,0,0.0,0,0.0,7529,0.08704247497051955,39860,0.4608199033503665,0,0,0,0,0,0,0,0,0,com
1,2013-12-09-Whitehole-EK-traffic,1,0.0,1,1,1,0,30.0,3.948394345536403,10.0,2.9219280948873623,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,1,1,0,0,0,0,xn--p1ai
1,2013-12-09-Whitehole-EK-traffic,2,0.522,2,16,1,0,30.0,4.164735178725506,27.1875,3.541947663845316,51,3.1875,0,0.0,2,0.125,0,0.0,316080,19755.0,0,0.0,265266,0.8392369020501139,32276,0.10211338901543912,0,0.0,15469,0.0489401417362693,0,0.0,0,0.0,0,0.0,3069,0.009709567198177676,0,1,0,0,0,0,0,0,0,biz
1,2013-12-09-Whitehole-EK-traffic,3,0.182,3,1,1,0,15.0,3.32323142879762,28.0,3.9677201004744993,1,1.0,0,0.0,0,0.0,0,0.0,3151,3151.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3151,1.0,1,0,0,1,0,0,0,0,0,com
1,2013-12-09-Whitehole-EK-traffic,4,0.287,3,1,1,0,18.0,3.5724312513221195,1.0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,211,211.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,211,1.0,1,1,0,0,0,0,0,0,0,com
1,2013-12-19-Neutrino-EK-traffic,0,0.0,0,13,1,0,21.0,3.558518613048904,38.230769230769226,4.2154268640234065,38,2.9230769230769234,0,0.0,1,0.07692307692307693,0,0.0,53500,4115.384615384615,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30065,0.5619626168224299,23435,0.4380373831775701,0,0,0,0,0,0,0,0,0,com
1,2013-12-19-Neutrino-EK-traffic,1,0.22,1,2,1,0,46.0,4.40651678246453,94.5,4.3331269992660895,2,1.0,0,0.0,0,0.0,0,0.0,1554,777.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1554,1.0,1,1,1,0,0,0,0,0,0,com
1,2013-12-19-Neutrino-EK-traffic,2,0.573,2,3,1,0,79.0,4.698590875386284,25.33333333333333,3.6054749770198335,5,1.6666666666666667,0,0.0,1,0.3333333333333333,0,0.0,2447,815.6666666666665,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2447,1.0,0,0,0,0,0,0,0,1,0,com
1,2013-12-19-Neutrino-EK-traffic,3,0.722,3,25,1,0,20.0,3.821928094887365,15.76,3.4892694893997502,25,1.0,0,0.0,0,0.0,0,0.0,364149,14565.96,0,0.0,1236,0.0033942150053961426,20136,0.05529604639858959,0,0.0,1896,0.0052066599111902,0,0.0,0,0.0,0,0.0,108007,0.2966011165759071,1,0,0,0,0,0,0,1,0,com
1,2013-12-19-Neutrino-EK-traffic,4,21.844,3,1,1,0,38.0,4.313459750171825,39.0,4.265544846790008,1,1.0,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,com
1,2013-12-27-Styx-EK-traffic,0,0.0,0,1,1,0,19.0,3.431623565847432,30.0,4.098068512058838,3,3.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,1,0.24,1,1,1,0,42.0,2.883787745724207,6.0,2.251629167387823,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,biz
1,2013-12-27-Styx-EK-traffic,2,0.74,2,1,1,0,28.0,3.9232517969803378,31.0,3.4901937947335155,3,3.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,3,0.669,3,1,1,0,14.0,3.521640636343319,21.0,3.8801799226757367,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,4,0.138,4,1,1,0,9.0,2.94770277922009,42.0,4.218883791465801,6,6.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,tv
1,2013-12-27-Styx-EK-traffic,5,0.163,5,1,1,0,8.0,2.75,38.0,4.398857447483314,3,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,ru
1,2013-12-27-Styx-EK-traffic,6,0.2,6,1,1,0,32.0,4.351409765557392,113.0,4.969675843847528,1,1.0,1,1.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1,0,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,7,0.439,7,26,1,0,32.0,4.116729296672175,44.57692307692307,3.6859330838695175,63,2.4230769230769234,0,0.0,3,0.1153846153846154,6,0.2307692307692308,428024,16462.46153846154,0,0.0,0,0.0,15994,0.0373670635291479,0,0.0,310629,0.7257279965609406,0,0.0,0,0.0,61307,0.14323262246976806,40094,0.09367231744014354,0,1,0,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,8,0.96,8,1,1,0,10.0,2.9219280948873623,30.0,3.8029100796497275,5,5.0,0,0.0,0,0.0,0,0.0,17776,17776.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17776,1.0,0,0.0,1,0,1,0,0,0,0,0,0,com
1,2013-12-27-Styx-EK-traffic,9,1.045,8,1,1,0,33.0,4.27137063437885,117.0,5.291012852903814,1,1.0,1,1.0,0,0.0,2,2.0,1790976,1790976.0,0,0.0,1790976,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,1,1,0,0,0,0,0,org
1,2014-01-01-Fiesta-EK-traffic,0,0.0,0,1,1,0,21.0,3.4992275417233567,33.0,4.27137063437885,2,2.0,0,0.0,3,3.0,0,0.0,175606,175606.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,175606,1.0,0,0,0,0,0,0,0,0,0,com
1,2014-01-01-Fiesta-EK-traffic,1,2.472,1,1,1,0,16.0,3.077819531114783,28.0,4.208966082694623,1,1.0,0,0.0,0,0.0,0,0.0,124,124.0,0,0.0,0,0.0,0,0.0,0,0.0,124,1.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,com
1,2014-01-01-Fiesta-EK-traffic,2,1.044,2,6,1,0,15.0,3.506890595608519,66.83333333333333,3.7484759619193486,12,2.0,0,0.0,0,0.0,0,0.0,194916,32486.0,0,0.0,164336,0.8431119046153215,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,30580,0.15688809538467852,0,0,0,1,1,0,0,0,0,in.ua
